ID,RoomNo,startTime,endTime,Day,slotID,CourseType,Session
404,7B01,13:00:00,15:30:00,Sunday,Sun1.00.7B01,Lab,3
405,7B03,8:00:00,10:30:00,Sunday,Sun8.00.7B03,Lab,1
406,7B03,10:30:00,13:00:00,Sunday,Sun10.30.7B03,Lab,2
407,7B03,13:00:00,15:30:00,Sunday,Sun1.00.7B03,Lab,3
408,7B05,8:00:00,10:30:00,Sunday,Sun8.00.7B05,Lab,1
409,7B05,10:30:00,13:00:00,Sunday,Sun10.30.7B05,Lab,2
410,7B05,13:00:00,15:30:00,Sunday,Sun1.00.7B05,Lab,3
411,7B06,8:00:00,10:30:00,Sunday,Sun8.00.7B06,Lab,1
412,7B06,10:30:00,13:00:00,Sunday,Sun10.30.7B06,Lab,2
413,7B06,13:00:00,15:30:00,Sunday,Sun1.00.7B06,Lab,3
414,7B07,8:00:00,10:30:00,Sunday,Sun8.00.7B07,Lab,1
415,7B07,10:30:00,13:00:00,Sunday,Sun10.30.7B07,Lab,2
416,7B07,13:00:00,15:30:00,Sunday,Sun1.00.7B07,Lab,3
417,7B08,8:00:00,10:30:00,Sunday,Sun8.00.7B08,Lab,1
418,7B08,10:30:00,13:00:00,Sunday,Sun10.30.7B08,Lab,2
419,7B08,13:00:00,15:30:00,Sunday,Sun1.00.7B08,Lab,3
420,9A05,8:00:00,10:30:00,Sunday,Sun8.00.9A05,Lab,1
421,9A05,10:30:00,13:00:00,Sunday,Sun10.30.9A05,Lab,2
422,9A05,13:00:00,15:30:00,Sunday,Sun1.00.9A05,Lab,3
423,6B07,8:00:00,10:30:00,Sunday,Sun8.00.6B07,Lab,1
424,6B07,10:30:00,13:00:00,Sunday,Sun10.30.6B07,Lab,2
425,6B07,13:00:00,15:30:00,Sunday,Sun1.00.6B07,Lab,3
426,7B01,8:00:00,10:30:00,Monday,Mon8.00.7B01,Lab,1
427,7B01,10:30:00,13:00:00,Monday,Mon10.30.7B01,Lab,2
428,7B01,13:00:00,15:30:00,Monday,Mon1.00.7B01,Lab,3
429,7B03,8:00:00,10:30:00,Monday,Mon8.00.7B03,Lab,1
430,7B03,10:30:00,13:00:00,Monday,Mon10.30.7B03,Lab,2
431,7B03,13:00:00,15:30:00,Monday,Mon1.00.7B03,Lab,3
432,7B05,8:00:00,10:30:00,Monday,Mon8.00.7B05,Lab,1
433,7B05,10:30:00,13:00:00,Monday,Mon10.30.7B05,Lab,2
434,7B05,13:00:00,15:30:00,Monday,Mon1.00.7B05,Lab,3
435,7B06,8:00:00,10:30:00,Monday,Mon8.00.7B06,Lab,1
436,7B06,10:30:00,13:00:00,Monday,Mon10.30.7B06,Lab,2
437,7B06,13:00:00,15:30:00,Monday,Mon1.00.7B06,Lab,3
438,7B07,8:00:00,10:30:00,Monday,Mon8.00.7B07,Lab,1
439,7B07,10:30:00,13:00:00,Monday,Mon10.30.7B07,Lab,2
440,7B07,13:00:00,15:30:00,Monday,Mon1.00.7B07,Lab,3
441,7B08,8:00:00,10:30:00,Monday,Mon8.00.7B08,Lab,1
442,7B08,10:30:00,13:00:00,Monday,Mon10.30.7B08,Lab,2
443,7B08,13:00:00,15:30:00,Monday,Mon1.00.7B08,Lab,3
444,9A05,8:00:00,10:30:00,Monday,Mon8.00.9A05,Lab,1
445,9A05,10:30:00,13:00:00,Monday,Mon10.30.9A05,Lab,2
446,9A05,13:00:00,15:30:00,Monday,Mon1.00.9A05,Lab,3
447,6B07,8:00:00,10:30:00,Monday,Mon8.00.6B07,Lab,1
448,6B07,10:30:00,13:00:00,Monday,Mon10.30.6B07,Lab,2
449,6B07,13:00:00,15:30:00,Monday,Mon1.00.6B07,Lab,3
450,7B01,8:00:00,10:30:00,Tuesday,Tue8.00.7B01,Lab,1
451,7B01,10:30:00,13:00:00,Tuesday,Tue10.30.7B01,Lab,2
452,7B01,13:00:00,15:30:00,Tuesday,Tue1.00.7B01,Lab,3
453,7B03,8:00:00,10:30:00,Tuesday,Tue8.00.7B03,Lab,1
454,7B03,10:30:00,13:00:00,Tuesday,Tue10.30.7B03,Lab,2
455,7B03,13:00:00,15:30:00,Tuesday,Tue1.00.7B03,Lab,3
456,7B05,8:00:00,10:30:00,Tuesday,Tue8.00.7B05,Lab,1
457,7B05,10:30:00,13:00:00,Tuesday,Tue10.30.7B05,Lab,2
458,7B05,13:00:00,15:30:00,Tuesday,Tue1.00.7B05,Lab,3
459,7B06,8:00:00,10:30:00,Tuesday,Tue8.00.7B06,Lab,1
460,7B06,10:30:00,13:00:00,Tuesday,Tue10.30.7B06,Lab,2
461,7B06,13:00:00,15:30:00,Tuesday,Tue1.00.7B06,Lab,3
462,7B07,8:00:00,10:30:00,Tuesday,Tue8.00.7B07,Lab,1
463,7B07,10:30:00,13:00:00,Tuesday,Tue10.30.7B07,Lab,2
464,7B07,13:00:00,15:30:00,Tuesday,Tue1.00.7B07,Lab,3
465,7B08,8:00:00,10:30:00,Tuesday,Tue8.00.7B08,Lab,1
466,7B08,10:30:00,13:00:00,Tuesday,Tue10.30.7B08,Lab,2
467,7B08,13:00:00,15:30:00,Tuesday,Tue1.00.7B08,Lab,3
468,9A05,8:00:00,10:30:00,Tuesday,Tue8.00.9A05,Lab,1
469,9A05,10:30:00,13:00:00,Tuesday,Tue10.30.9A05,Lab,2
470,9A05,13:00:00,15:30:00,Tuesday,Tue1.00.9A05,Lab,3
471,6B07,8:00:00,10:30:00,Tuesday,Tue8.00.6B07,Lab,1
472,6B07,10:30:00,13:00:00,Tuesday,Tue10.30.6B07,Lab,2
473,6B07,13:00:00,15:30:00,Tuesday,Tue1.00.6B07,Lab,3
474,7B01,8:00:00,10:30:00,Wednesday,Wed8.00.7B01,Lab,1
475,7B01,10:30:00,13:00:00,Wednesday,Wed10.30.7B01,Lab,2
476,7B01,13:00:00,15:30:00,Wednesday,Wed1.00.7B01,Lab,3
477,7B03,8:00:00,10:30:00,Wednesday,Wed8.00.7B03,Lab,1
478,7B03,10:30:00,13:00:00,Wednesday,Wed10.30.7B03,Lab,2
479,7B03,13:00:00,15:30:00,Wednesday,Wed1.00.7B03,Lab,3
480,7B05,8:00:00,10:30:00,Wednesday,Wed8.00.7B05,Lab,1
481,7B05,10:30:00,13:00:00,Wednesday,Wed10.30.7B05,Lab,2
482,7B05,13:00:00,15:30:00,Wednesday,Wed1.00.7B05,Lab,3
483,7B06,8:00:00,10:30:00,Wednesday,Wed8.00.7B06,Lab,1
484,7B06,10:30:00,13:00:00,Wednesday,Wed10.30.7B06,Lab,2
485,7B06,13:00:00,15:30:00,Wednesday,Wed1.00.7B06,Lab,3
486,7B07,8:00:00,10:30:00,Wednesday,Wed8.00.7B07,Lab,1
487,7B07,10:30:00,13:00:00,Wednesday,Wed10.30.7B07,Lab,2
488,7B07,13:00:00,15:30:00,Wednesday,Wed1.00.7B07,Lab,3
489,7B08,8:00:00,10:30:00,Wednesday,Wed8.00.7B08,Lab,1
490,7B08,10:30:00,13:00:00,Wednesday,Wed10.30.7B08,Lab,2
491,7B08,13:00:00,15:30:00,Wednesday,Wed1.00.7B08,Lab,3
492,9A05,8:00:00,10:30:00,Wednesday,Wed8.00.9A05,Lab,1
493,9A05,10:30:00,13:00:00,Wednesday,Wed10.30.9A05,Lab,2
494,9A05,13:00:00,15:30:00,Wednesday,Wed1.00.9A05,Lab,3
495,6B07,8:00:00,10:30:00,Wednesday,Wed8.00.6B07,Lab,1
496,6B07,10:30:00,13:00:00,Wednesday,Wed10.30.6B07,Lab,2
497,6B07,13:00:00,15:30:00,Wednesday,Wed1.00.6B07,Lab,3
498,7B01,8:00:00,10:30:00,Thursday,Thu8.00.7B01,Lab,1
499,7B01,10:30:00,13:00:00,Thursday,Thu10.30.7B01,Lab,2
500,7B01,13:00:00,15:30:00,Thursday,Thu1.00.7B01,Lab,3
501,7B03,8:00:00,10:30:00,Thursday,Thu8.00.7B03,Lab,1
502,7B03,10:30:00,13:00:00,Thursday,Thu10.30.7B03,Lab,2
503,7B03,13:00:00,15:30:00,Thursday,Thu1.00.7B03,Lab,3
504,7B05,8:00:00,10:30:00,Thursday,Thu8.00.7B05,Lab,1
505,7B05,10:30:00,13:00:00,Thursday,Thu10.30.7B05,Lab,2
506,7B05,13:00:00,15:30:00,Thursday,Thu1.00.7B05,Lab,3
507,7B06,8:00:00,10:30:00,Thursday,Thu8.00.7B06,Lab,1
508,7B06,10:30:00,13:00:00,Thursday,Thu10.30.7B06,Lab,2
509,7B06,13:00:00,15:30:00,Thursday,Thu1.00.7B06,Lab,3
510,7B07,8:00:00,10:30:00,Thursday,Thu8.00.7B07,Lab,1
511,7B07,10:30:00,13:00:00,Thursday,Thu10.30.7B07,Lab,2
512,7B07,13:00:00,15:30:00,Thursday,Thu1.00.7B07,Lab,3
513,7B08,8:00:00,10:30:00,Thursday,Thu8.00.7B08,Lab,1
514,7B08,10:30:00,13:00:00,Thursday,Thu10.30.7B08,Lab,2
515,7B08,13:00:00,15:30:00,Thursday,Thu1.00.7B08,Lab,3
516,9A05,8:00:00,10:30:00,Thursday,Thu8.00.9A05,Lab,1
517,9A05,10:30:00,13:00:00,Thursday,Thu10.30.9A05,Lab,2
518,9A05,13:00:00,15:30:00,Thursday,Thu1.00.9A05,Lab,3
519,6B07,8:00:00,10:30:00,Thursday,Thu8.00.6B07,Lab,1
520,6B07,10:30:00,13:00:00,Thursday,Thu10.30.6B07,Lab,2
521,6B07,13:00:00,15:30:00,Thursday,Thu1.00.6B07,Lab,3
